x,y,species cloglog values
957.0,957.0,0.08843716
958.0,958.0,0.09679045
959.0,959.0,0.3829498
960.0,960.0,0.052440424
961.0,961.0,0.73815095
962.0,962.0,0.014570946
963.0,963.0,0.08071057
964.0,964.0,0.056333262
965.0,965.0,0.027166437
966.0,966.0,0.22641051
967.0,967.0,0.046291288
968.0,968.0,0.68815947
969.0,969.0,0.0221549
970.0,970.0,0.055895716
971.0,971.0,0.091175295
972.0,972.0,0.11464791
973.0,973.0,0.04828167
974.0,974.0,0.9541623
975.0,975.0,0.06628533
976.0,976.0,0.19924355
977.0,977.0,0.48207107
978.0,978.0,0.06474816
979.0,979.0,0.04487478
980.0,980.0,0.12471237
981.0,981.0,0.038050324
982.0,982.0,0.74309295
983.0,983.0,0.12642507
984.0,984.0,0.056321803
985.0,985.0,0.09119377
986.0,986.0,0.10731203
987.0,987.0,0.13489841
988.0,988.0,0.4021752
989.0,989.0,0.7893555
990.0,990.0,0.32595432
991.0,991.0,0.14643422
992.0,992.0,0.041106474
993.0,993.0,0.61594325
994.0,994.0,0.10321504
995.0,995.0,0.027040727
996.0,996.0,0.03971574
997.0,997.0,0.080536164
998.0,998.0,0.102288775
999.0,999.0,0.12552354
1000.0,1000.0,0.13423863
1001.0,1001.0,0.08459557
1002.0,1002.0,0.012946851
1003.0,1003.0,4.142421E-4
1004.0,1004.0,0.005084985
1005.0,1005.0,0.0056549776
1006.0,1006.0,0.0057665203
1007.0,1007.0,0.005298462
1008.0,1008.0,0.048857044
1009.0,1009.0,0.0029389418
1010.0,1010.0,0.0027680772
1011.0,1011.0,0.0027309617
1012.0,1012.0,0.022560481
1013.0,1013.0,0.06347734
1014.0,1014.0,0.021646373
1015.0,1015.0,0.00808051
1016.0,1016.0,0.11334383
1017.0,1017.0,0.0010683776
1018.0,1018.0,4.3841405E-4
1019.0,1019.0,3.1963232E-4
1020.0,1020.0,0.0011239564
1021.0,1021.0,0.019359516
1022.0,1022.0,0.005063646
1023.0,1023.0,0.0118219
1024.0,1024.0,0.06091543
1025.0,1025.0,1.2447372E-4
1026.0,1026.0,0.021885054
1027.0,1027.0,0.025083203
1028.0,1028.0,6.767796E-4
1029.0,1029.0,0.011959307
1030.0,1030.0,0.0020731932
1031.0,1031.0,0.026944583
1032.0,1032.0,0.011338007
1033.0,1033.0,0.019383721
1034.0,1034.0,0.014362998
1035.0,1035.0,2.5983845E-4
1036.0,1036.0,0.0023525604
1037.0,1037.0,0.023675896
1038.0,1038.0,0.017131671
1039.0,1039.0,0.011806343
1040.0,1040.0,0.09484087
1041.0,1041.0,0.028401475
1042.0,1042.0,0.028104287
1043.0,1043.0,0.003905242
1044.0,1044.0,0.007890755
1045.0,1045.0,1.5524811E-4
1046.0,1046.0,2.9079764E-4
1047.0,1047.0,0.06263519
1048.0,1048.0,0.18226972
1049.0,1049.0,0.0064016953
1050.0,1050.0,0.028406901
1051.0,1051.0,0.012988353
1052.0,1052.0,0.019638496
1053.0,1053.0,0.34690732
1054.0,1054.0,0.69249886
1055.0,1055.0,0.06867844
1056.0,1056.0,0.76061636
1057.0,1057.0,0.78213394
1058.0,1058.0,0.28222817
1059.0,1059.0,0.3137096
1060.0,1060.0,0.9809687
1061.0,1061.0,0.1273178
1062.0,1062.0,0.97889024
1063.0,1063.0,0.12447618
1064.0,1064.0,0.54953796
1065.0,1065.0,0.13355368
1066.0,1066.0,0.3610236
1067.0,1067.0,0.09599857
1068.0,1068.0,0.071653284
1069.0,1069.0,0.27360085
1070.0,1070.0,0.67373437
1071.0,1071.0,0.39794967
1072.0,1072.0,0.108906694
1073.0,1073.0,0.86984974
1074.0,1074.0,0.014301864
1075.0,1075.0,0.013416205
1076.0,1076.0,0.0417539
1077.0,1077.0,0.33292502
1078.0,1078.0,0.564776
1079.0,1079.0,0.038460094
1080.0,1080.0,0.10430287
1081.0,1081.0,0.9391084
1082.0,1082.0,0.4350354
1083.0,1083.0,0.8359926
1084.0,1084.0,0.065518856
1085.0,1085.0,0.14424396
1086.0,1086.0,0.48691267
1087.0,1087.0,0.7254027
1088.0,1088.0,0.8160784
1089.0,1089.0,0.063660085
1090.0,1090.0,0.34511268
1091.0,1091.0,0.029504808
1092.0,1092.0,0.0991841
1093.0,1093.0,0.41300926
1094.0,1094.0,0.14713795
1095.0,1095.0,0.8861131
1096.0,1096.0,0.7409402
1097.0,1097.0,0.5969673
1098.0,1098.0,0.8521896
1099.0,1099.0,0.83447576
1100.0,1100.0,0.11128876
1101.0,1101.0,0.99830365
1102.0,1102.0,0.4653238
1103.0,1103.0,0.44220474
1104.0,1104.0,0.89818805
1105.0,1105.0,0.08062572
1106.0,1106.0,0.6512307
1107.0,1107.0,0.6911089
1108.0,1108.0,0.99999183
1109.0,1109.0,0.24125192
1110.0,1110.0,0.25998342
1111.0,1111.0,0.19526076
1112.0,1112.0,0.045285266
1113.0,1113.0,0.9973073
1114.0,1114.0,0.77318877
1115.0,1115.0,0.57759446
1116.0,1116.0,0.9536386
1117.0,1117.0,0.569407
1118.0,1118.0,0.11296764
1119.0,1119.0,0.01939269
1120.0,1120.0,0.016152643
1121.0,1121.0,0.19493005
1122.0,1122.0,0.029285023
1123.0,1123.0,0.51423705
1124.0,1124.0,0.11211094
1125.0,1125.0,0.23660606
1126.0,1126.0,0.07829923
1127.0,1127.0,0.013939519
1128.0,1128.0,0.47622734
1129.0,1129.0,0.17876443
1130.0,1130.0,0.5038197
1131.0,1131.0,0.07573727
1132.0,1132.0,0.39482743
1133.0,1133.0,0.27575195
1134.0,1134.0,0.0065126345
1135.0,1135.0,0.003876331
1136.0,1136.0,0.0017083883
1137.0,1137.0,0.0035515581
1138.0,1138.0,0.008428929
1139.0,1139.0,0.00156395
1140.0,1140.0,0.03231885
1141.0,1141.0,0.014372487
1142.0,1142.0,0.042203717
1143.0,1143.0,0.0023095799
1144.0,1144.0,0.0024956223
1145.0,1145.0,0.027542524
1146.0,1146.0,0.0014018075
1147.0,1147.0,0.008014338
1148.0,1148.0,0.1208394
1149.0,1149.0,0.014816407
1150.0,1150.0,0.056639228
1151.0,1151.0,0.20362566
1152.0,1152.0,0.032028932
1153.0,1153.0,0.014669063
1154.0,1154.0,0.06144623
1155.0,1155.0,0.17948206
